,link,address,area,rooms,bathroom,garages,price,condo,vivareal-id,price/m2
809,www.vivareal.com.br/imovel/apartamento-1-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-73m2-venda-RS659000-id-2469026523,Avenida Flamboyants da Península,73,1,1,1,659000,,2469026523,9027
810,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-376m2-venda-RS3421000-id-2483594398,Avenida Flamboyants da Península,376,4,5,3,3421000, 4447,2483594398,9098
811,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-222m2-venda-RS2450000-id-2471159233,Avenida Flamboyants da Península,222,4,3,3,2450000, 2700,2471159233,11036
812,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-151m2-venda-RS1462000-id-2485492480,Avenida Flamboyants da Península,151,4,5,2,1462000, 2346,2485492480,9682
813,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-240m2-venda-RS2490000-id-2475456617,Avenida Flamboyants da Península,240,4,5,3,2490000, 3200,2475456617,10375
814,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-78m2-venda-RS870000-id-2447321165,Avenida Flamboyants da Península,78,2,1,1,870000, 1300,2447321165,11153
815,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-168m2-venda-RS1935448-id-2474991722,Avenida Flamboyants da Península,168,4,2,2,1935448, 1731,2474991722,11520
816,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-192m2-venda-RS2116000-id-2484312182,Avenida Flamboyants da Península,192,4,5,3,2116000, 2170,2484312182,11020
817,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-155m2-venda-RS1750000-id-2483494808,Avenida Flamboyants da Península,155,3,6,2,1750000, 1800,2483494808,11290
818,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-140m2-venda-RS1260000-id-2470917144,,140,2,2,2,1260000, 1880,2470917144,9000
819,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-110m2-venda-RS950000-id-2431405510,Avenida Flamboyants da Península,110,3,2,2,950000, 1685,2431405510,8636
820,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-146m2-venda-RS1364250-id-2466204402,Avenida Flamboyants da Península,146,4,3,2,1364250,,2466204402,9344
821,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-139m2-venda-RS1420000-id-2470816095,Avenida Flamboyants da Península,139,4,3,3,1420000, 2281,2470816095,10215
822,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-305m2-venda-RS2499000-id-2458774785,Avenida Flamboyants da Península,305,4,6,3,2499000, 4000,2458774785,8193
823,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-403m2-venda-RS5500000-id-92973089,Avenida Flamboyants da Península,403,4,4,4,5500000, 3841,92973089,13647
825,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-240m2-venda-RS2400000-id-1041143823,Avenida Flamboyants da Península,240,4,5,3,2400000, 2900,1041143823,10000
826,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-78m2-venda-RS780000-id-2470918092,,78,2,2,1,780000, 1300,2470918092,10000
827,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-146m2-venda-RS1630000-id-2470916708,,146,4,3,3,1630000, 2200,2470916708,11164
828,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-403m2-venda-RS3520000-id-2476283218,Avenida Flamboyants da Península,403,4,6,4,3520000, 4700,2476283218,8734
829,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-430m2-venda-RS5000000-id-94583263,Avenida Flamboyants da Península,430,4,5,4,5000000, 3500,94583263,11627
831,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-76m2-venda-RS794998-id-2462784601,Avenida Flamboyants da Península,76,2,2,1,794998, 1350,2462784601,10460
832,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-265m2-venda-RS1480000-id-2475200009,Avenida Flamboyants da Península,265,2,4,2,1480000, 3194,2475200009,5584
833,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-131m2-venda-RS1290000-id-2475538273,,131,3,3,2,1290000, 1800,2475538273,9847
834,www.vivareal.com.br/imovel/apartamento-5-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-430m2-venda-RS3735000-id-2484640461,Avenida Flamboyants da Península,430,5,5,4,3735000, 4556,2484640461,8686
835,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-376m2-venda-RS3421250-id-2481984359,Avenida Flamboyants da Península,376,4,5,4,3421250, 4447,2481984359,9099
836,www.vivareal.com.br/imovel/apartamento-5-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-227m2-venda-RS2466900-id-2479275282,Avenida Flamboyants da Península,227,5,5,3,2466900,,2479275282,10867
837,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-170m2-venda-RS1589998-id-2446990581,Avenida Flamboyants da Península,170,3,5,3,1589998, 2500,2446990581,9352
838,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-117m2-venda-RS1060000-id-2470919290,,117,3,3,1,1060000, 1671,2470919290,9059
839,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-142m2-venda-RS1557000-id-2474118129,Avenida Flamboyants da Península,142,4,4,2,1557000, 2000,2474118129,10964
840,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-72m2-venda-RS895000-id-2474758923,Avenida Flamboyants da Península,72,2,2,1,895000, 1309,2474758923,12430
841,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-160m2-venda-RS1530000-id-2481156107,Avenida Flamboyants da Península,160,4,5,3,1530000, 2200,2481156107,9562
843,www.vivareal.com.br/imovel/apartamento-5-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-304m2-venda-RS3350000-id-2482429395,Avenida Flamboyants da Península,304,5,5,4,3350000, 3900,2482429395,11019
844,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-159m2-venda-RS1550000-id-2434113198,Avenida Flamboyants da Península,159,4,4,3,1550000, 1800,2434113198,9748
845,www.vivareal.com.br/imovel/apartamento-5-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-429m2-venda-RS3735000-id-2483593701,Avenida Flamboyants da Península,429,5,5,4,3735000, 4308,2483593701,8706
846,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-90m2-venda-RS950000-id-2466312802,Avenida Flamboyants da Península,90,3,2,1,950000, 1500,2466312802,10555
847,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-301m2-venda-RS3400000-id-2484747178,Avenida Flamboyants da Península,301,4,6,4,3400000, 4000,2484747178,11295
848,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-128m2-venda-RS1450000-id-2466200630,Avenida Flamboyants da Península,128,2,2,2,1450000, 1687,2466200630,11328
849,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-193m2-venda-RS1876184-id-2485848137,Avenida Flamboyants da Península,193,4,5,3,1876184, 2200,2485848137,9721
850,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-240m2-venda-RS2500000-id-2477954798,Avenida Flamboyants da Península,240,4,5,3,2500000, 2900,2477954798,10416
851,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-110m2-venda-RS970000-id-2461483776,Avenida Flamboyants da Península,110,3,2,2,970000,,2461483776,8818
852,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-137m2-venda-RS1335350-id-2460595116,Avenida Flamboyants da Península,137,4,5,2,1335350, 2322,2460595116,9747
853,www.vivareal.com.br/imovel/apartamento-1-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-73m2-venda-RS800000-id-2483730774,Avenida Flamboyants da Península,73,1,1,1,800000, 1200,2483730774,10958
854,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-75m2-venda-RS800000-id-2485436085,Avenida Flamboyants da Península,75,2,2,1,800000, 823,2485436085,10666
855,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-192m2-venda-RS2050000-id-2441007389,Avenida Flamboyants da Península,192,4,4,3,2050000, 2660,2441007389,10677
856,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-140m2-venda-RS1390000-id-2470916209,,140,4,3,2,1390000, 1519,2470916209,9928
857,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-376m2-venda-RS3420000-id-2484441002,Avenida Flamboyants da Península,376,4,5,3,3420000, 4447,2484441002,9095
858,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-350m2-venda-RS2850000-id-2482529373,Avenida Flamboyants da Península,350,4,6,4,2850000, 3500,2482529373,8142
859,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-240m2-venda-RS2031500-id-2484323880,Avenida Flamboyants da Península,240,4,6,3,2031500, 3176,2484323880,8464
860,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-222m2-venda-RS2450000-id-2470921399,,222,4,3,3,2450000, 2700,2470921399,11036
861,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-120m2-venda-RS1284900-id-2460698350,Avenida Flamboyants da Península,120,3,3,2,1284900, 1500,2460698350,10707
863,www.vivareal.com.br/imovel/apartamento-5-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-310m2-venda-RS3100000-id-2443914379,Avenida Flamboyants da Península,310,5,6,4,3100000, 3381,2443914379,10000
865,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-150m2-venda-RS1600000-id-1042895101,Avenida Flamboyants da Península,150,3,3,3,1600000, 2300,1042895101,10666
866,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-220m2-venda-RS2100000-id-2438669732,Avenida Flamboyants da Península,220,4,6,3,2100000, 2900,2438669732,9545
867,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-120m2-venda-RS1250000-id-2455368324,Avenida Flamboyants da Península,120,2,3,2,1250000, 1500,2455368324,10416
868,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-140m2-venda-RS1420000-id-2483368557,Avenida Flamboyants da Península,140,4,5,3,1420000, 2281,2483368557,10142
941,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-146m2-venda-RS1360000-id-2483368551,Avenida Flamboyants da Península,146,4,5,2,1360000, 2322,2483368551,9315
942,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-124m2-venda-RS1031000-id-2476287279,Avenida Flamboyants da Península,124,2,3,2,1031000, 2000,2476287279,8314
943,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-73m2-venda-RS821000-id-2477646875,Avenida Flamboyants da Península,73,2,2,1,821000,,2477646875,11246
944,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-95m2-venda-RS1300000-id-2476286701,Avenida Flamboyants da Península,95,3,4,1,1300000, 1800,2476286701,13684
945,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-372m2-venda-RS3800000-id-2470915093,,372,4,4,4,3800000, 4300,2470915093,10215
946,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-183m2-venda-RS1750000-id-2469602085,Avenida Flamboyants da Península,183,2,1,2,1750000, 2171,2469602085,9562
947,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-170m2-venda-RS1580000-id-2483370327,Avenida Flamboyants da Península,170,3,4,3,1580000, 2600,2483370327,9294
948,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-168m2-venda-RS1935450-id-2470414674,Avenida Flamboyants da Península,168,4,6,2,1935450, 2218,2470414674,11520
949,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-193m2-venda-RS1800000-id-2482110130,Avenida Flamboyants da Península,193,4,5,3,1800000, 1,2482110130,9326
950,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-160m2-venda-RS1450000-id-1040789369,Avenida Flamboyants da Península,160,4,2,3,1450000, 1578,1040789369,9062
951,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-248m2-venda-RS2650000-id-2481922980,Avenida Flamboyants da Península,248,4,6,3,2650000,,2481922980,10685
952,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-168m2-venda-RS1936000-id-2478272518,Avenida Flamboyants da Península,168,4,6,2,1936000, 1955,2478272518,11523
953,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-301m2-venda-RS3200000-id-2482687803,Avenida Flamboyants da Península,301,4,5,4,3200000, 4200,2482687803,10631
954,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-376m2-venda-RS3700000-id-2482572430,Avenida Flamboyants da Península,376,4,6,4,3700000,,2482572430,9840
955,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-136m2-venda-RS1154000-id-1426595475,Avenida Flamboyants da Península,136,4,2,2,1154000, 1903,1426595475,8485
956,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-285m2-venda-RS1869150-id-2478490586,Avenida Flamboyants da Península,285,4,5,3,1869150,,2478490586,6558
957,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-110m2-venda-RS952000-id-2452623521,Avenida Flamboyants da Península,110,3,2,2,952000, 1100,2452623521,8654
958,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-332m2-venda-RS3800000-id-2483401543,Avenida Flamboyants da Península,332,4,6,4,3800000,,2483401543,11445
959,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-169m2-venda-RS1600000-id-2476287216,Avenida Flamboyants da Península,169,4,6,3,1600000, 2900,2476287216,9467
960,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-95m2-venda-RS1140000-id-2437552490,Avenida Flamboyants da Península,95,3,3,2,1140000, 1700,2437552490,12000
961,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-219m2-venda-RS2500000-id-2481379474,Avenida Flamboyants da Península,219,3,4,3,2500000, 2935,2481379474,11415
962,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-256m2-venda-RS2530000-id-2471159406,Avenida Flamboyants da Península,256,4,4,4,2530000, 3900,2471159406,9882
963,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-240m2-venda-RS2050000-id-2459919226,Avenida Flamboyants da Península,240,4,6,3,2050000,,2459919226,8541
964,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-95m2-venda-RS1010252-id-1039286171,Avenida Flamboyants da Península,95,3,1,2,1010252,,1039286171,10634
965,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-152m2-venda-RS1376000-id-1040501446,Avenida Flamboyants da Península,152,4,4,2,1376000, 2325,1040501446,9052
966,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-133m2-venda-RS1098000-id-78529010,Avenida Flamboyants da Península,133,2,3,2,1098000, 2100,78529010,8255
967,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-169m2-venda-RS1935000-id-2483368558,Avenida Flamboyants da Península,169,4,5,2,1935000, 2218,2483368558,11449
968,www.vivareal.com.br/imovel/apartamento-5-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-285m2-venda-RS3899995-id-2454409061,Avenida Flamboyants da Península,285,5,6,4,3899995, 3500,2454409061,13684
969,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-409m2-venda-RS3999998-id-2465264326,Avenida Flamboyants da Península,409,4,6,4,3999998, 4334,2465264326,9779
970,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-240m2-venda-RS1983700-id-1039438307,Avenida Flamboyants da Península,240,4,1,3,1983700, 3061,1039438307,8265
971,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-155m2-venda-RS1598000-id-2477644407,Avenida Flamboyants da Península,155,3,4,2,1598000,,2477644407,10309
972,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-150m2-venda-RS1650000-id-2483369511,Avenida Flamboyants da Península,150,4,5,2,1650000, 2450,2483369511,11000
973,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-408m2-venda-RS3869000-id-2483272337,Avenida Flamboyants da Península,408,4,6,4,3869000, 4700,2483272337,9482
974,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-248m2-venda-RS3000000-id-2471161415,Avenida Flamboyants da Península,248,4,4,3,3000000, 3200,2471161415,12096
975,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-301m2-venda-RS2506019-id-2481382877,Avenida Flamboyants da Península,301,4,5,3,2506019,,2481382877,8325
976,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-333m2-venda-RS3499998-id-2463252551,Avenida Flamboyants da Península,333,4,6,4,3499998, 4200,2463252551,10510
1015,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-155m2-venda-RS1300000-id-2480993297,Avenida Flamboyants da Península,155,2,2,2,1300000, 1535,2480993297,8387
1016,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-160m2-venda-RS1900000-id-77990312,Avenida Flamboyants da Península,160,4,4,2,1900000, 1800,77990312,11875
1017,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-110m2-venda-RS969000-id-2477535176,Avenida Flamboyants da Península,110,3,2,3,969000, 1690,2477535176,8809
1018,www.vivareal.com.br/imovel/apartamento-1-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-73m2-venda-RS890000-id-2466042181,Avenida Flamboyants da Península,73,1,1,1,890000, 1200,2466042181,12191
1019,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-75m2-venda-RS850000-id-2451488169,Avenida Flamboyants da Península,75,2,2,1,850000, 776,2451488169,11333
1020,www.vivareal.com.br/imovel/apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-169m2-venda-RS1300000-id-2474117442,,169,2,2,1,1300000, 2320,2474117442,7692
1021,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-139m2-venda-RS1395000-id-2476285224,Avenida Flamboyants da Península,139,3,5,3,1395000, 1800,2476285224,10035
1022,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-154m2-venda-RS1750000-id-2460478395,Avenida Flamboyants da Península,154,3,6,2,1750000, 1800,2460478395,11363
1023,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-155m2-venda-RS1840000-id-2475773771,Avenida Flamboyants da Península,155,3,2,2,1840000, 1800,2475773771,11870
1024,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-376m2-venda-RS3421250-id-2466205882,Avenida Flamboyants da Península,376,4,4,3,3421250,,2466205882,9099
1025,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-219m2-venda-RS2500000-id-2481922881,Avenida Flamboyants da Península,219,4,5,3,2500000,,2481922881,11415
1026,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-95m2-venda-RS1088732-id-2477750497,Avenida Flamboyants da Península,95,3,2,2,1088732,,2477750497,11460
1027,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-95m2-venda-RS1103000-id-2476284733,Avenida Flamboyants da Península,95,3,3,2,1103000, 1400,2476284733,11610
1028,www.vivareal.com.br/imovel/apartamento-1-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-73m2-venda-RS830000-id-2483580455,Avenida Flamboyants da Península,73,1,2,1,830000, 1200,2483580455,11369
1029,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-154m2-venda-RS1700000-id-2465857845,Avenida Flamboyants da Península,154,3,3,2,1700000, 1800,2465857845,11038
1030,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-110m2-venda-RS955000-id-2475918783,Avenida Flamboyants da Península,110,3,2,2,955000, 1678,2475918783,8681
1031,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-160m2-venda-RS1550000-id-2473063396,,160,3,4,3,1550000, 2899,2473063396,9687
1032,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-429m2-venda-RS3740000-id-2460268899,Avenida Flamboyants da Península,429,4,6,3,3740000,,2460268899,8717
1033,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-95m2-venda-RS1050000-id-2476284738,Avenida Flamboyants da Península,95,3,3,2,1050000, 1400,2476284738,11052
1034,www.vivareal.com.br/imovel/apartamento-1-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-74m2-venda-RS800000-id-2485489967,Avenida Flamboyants da Península,74,1,2,1,800000, 1200,2485489967,10810
1035,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-407m2-venda-RS3870000-id-2464786297,Avenida Flamboyants da Península,407,4,6,4,3870000, 4305,2464786297,9508
1036,www.vivareal.com.br/imovel/apartamento-5-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-410m2-venda-RS4350000-id-2461589835,Avenida Flamboyants da Península,410,5,4,4,4350000, 4300,2461589835,10609
1037,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-90m2-venda-RS960000-id-2477644406,Avenida Flamboyants da Península,90,3,2,1,960000, 1643,2477644406,10666
1038,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-95m2-venda-RS1085000-id-2474998378,Avenida Flamboyants da Península,95,3,2,2,1085000,,2474998378,11421
1039,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-238m2-venda-RS2500000-id-93289130,Avenida Flamboyants da Península,238,4,4,2,2500000, 2100,93289130,10504
1040,www.vivareal.com.br/imovel/apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-160m2-venda-RS1580000-id-2477113993,Avenida Flamboyants da Península,160,4,5,3,1580000, 2850,2477113993,9875
1041,www.vivareal.com.br/imovel/apartamento-3-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-155m2-venda-RS1800000-id-79760603,Avenida Flamboyants da Península,155,3,5,2,1800000,,79760603,11612
1042,www.vivareal.com.br/imovel/apartamento-1-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-com-garagem-73m2-venda-RS890000-id-2481056961,Avenida Flamboyants da Península,73,1,2,1,890000, 1200,2481056961,12191
